比尔有9颗弹球,吉姆比比尔少7颗.请问比尔有几颗弹球?
苏尼尔建造了一座房子,用50公斤沙子和120公斤水泥.苏尼尔使用的水泥比沙子多多少?
拉米拉做了布丁,用10公斤白面粉和14公斤红糖.拉米拉比面粉多放了多少糖?
范尼斯做了咖喱鸡,用了4克鸡肉和8升椰奶.范尼斯用的椰奶比鸡肉多多少?
尼马尔写了一个故事,用了4支铅笔和8支钢笔.尼马尔使用的钢笔比铅笔多多少?
莎拉买了辆车,他用了现金10刀,支票20刀.莎拉用的支票比现金多多少?
维玛拉做了甜饼干,她用了3公斤面粉和2.25公斤糖.维玛拉用的面粉比糖多多少?
卡米尔制作了糖面包,用了8.1公斤面粉和4.5公斤糖.比卡米尔多用了多少?
尼马尔做了饼干,他用了6.5公斤面粉和5升牛奶.尼马尔用的面粉比牛奶多多少?
索尼娅做了饼干,她用了5杯面粉和2杯糖.索尼娅用的面粉比糖多多少?
凡妮莎建造了公园,她使用了60公斤水泥和40公斤沙子.瓦尼莎使用的水泥比沙子多多少?
阿吉斯建了房子,他用了250公斤水泥和120公斤沙子.阿吉斯用的水泥比沙子多多少?
温斯顿做了布丁,用了9公斤白面粉和6公斤白糖做了布丁.温斯顿用的面粉比糖多多少?
罗加做了巧克力饼干,她用了5公斤面粉和3公斤糖.罗加用的面粉比糖多多少?
尼普尼为比赛写了一篇文章,她用了9支钢笔和9支铅笔.尼普尼使用的钢笔比铅笔多多少?
贾米尔买了一辆新货车,用了现金25美元,支票25美元.杰米尔用的现金比支票多多少?
卡玛拉做了饼干,用了4公斤面粉和3.25公斤糖.卡玛拉用的面粉比糖多多少?
萨马尔制作了糖面包,用了8.1公斤面粉和3.5公斤糖.比萨马尔多用了多少?
尼马尔制作了饼干,用了7.5公斤面粉和6升牛奶.尼马尔用的面粉比牛奶多多少?
卡兰做了饼干,用了15杯面粉和12杯糖.卡兰用的面粉比糖多多少?
Uditha建造了一个公园,用了60公斤水泥和40公斤沙子.乌迪萨用的水泥比沙子多多少?
阿吉斯建了房子,他用了260公斤水泥和100公斤沙子.阿吉斯用的水泥比沙子多多少?
安柏做了饼干布丁,她用了10公斤白面粉和8公斤白糖.安柏用的面粉比糖多多少?
汤姆做了巧克力饼干,他用了15公斤面粉和13公斤糖.汤姆用的面粉比糖多多少?
尼普尼为比赛写了一篇文章.她用了4支钢笔和1支铅笔.尼普尼使用的钢笔比铅笔多多少?
贾米尔买了一辆新货车,他用了现金15美元,支票14.69美元.杰米尔用的现金比支票多多少?
雷文做了饼干,用了3.625公斤面粉和1.25公斤糖.雷文用的面粉比糖多多少?
维姆做了饼干,用了5.534公斤面粉和4.2升牛奶.维姆用的面粉比牛奶多多少?
卡米拉做了饼干,她用了5杯面粉和2杯糖.卡米拉用的面粉比糖多多少?
凡妮莎建造了房子,她使用了55公斤水泥和45升水.尼玛拉用的水泥比水多多少?
吉汉建了房子,他用了150公斤水泥和137公斤沙子.吉汉使用的水泥比沙子多多少?
米昂做了布丁,用了11.2公斤白面粉和6公斤白糖.面粉比糖多用了多少?
拉米拉miya做了巧克力饼干,用了11.5公斤面粉和9公斤糖.拉米亚用的面粉比糖多多少?
卡尔帕纳为一个比赛写了一篇文章,他用了4支铅笔和2块橡皮.卡尔帕纳用的铅笔比橡皮多多少?
阿尼尔买了辆新货车,他用了53块现金和30块支票.阿尼尔用的现金比支票多多少?
格雷格和莎伦在附近有一片玉米地.格雷格周一收获了0.4英亩的玉米,莎伦收获了0.1英亩.格雷格比莎伦多收获了多少英亩土地?
阿迈勒和维姆经营着一家农场.阿迈勒买了8头奶牛,维姆买了5头.阿迈勒比维姆多买了多少头牛?
罗斯和玛丽计划去旅行.罗斯在地图上标出了6个地方,玛丽标出了5个地方.罗斯比玛丽多标记了多少个地方?
阿迈勒和维姆在做生意.阿迈勒买了10头奶牛,维姆买了6头.阿迈勒比维姆多买了多少头牛?
哈里和伊芙写了一本书.哈里写了60页,伊芙写了50页.哈里比伊芙多写了多少页?
苏尼尔和维姆预订了旅行机票.苏尼尔买了7张票,维姆买了5张票.苏尼尔比维姆多买了多少张票?
阿迈勒和维姆经营油料生意.阿迈勒买了64棵椰子树,维姆买了55棵椰子树.阿迈勒比维姆多买了多少棵椰子树?
尼马尔和拉维建了一座房子.尼马尔投了四百万,拉维投了二百四十万.尼马尔比拉维多投了多少万?
卡马尔和尼马尔拥有一家公司.卡马尔买了600股,尼马尔买了500股.卡马尔比尼马尔多买了多少股份?
阿迈勒和维姆吃了苹果.阿迈勒吃了12个苹果,维姆吃了10个.阿迈勒比维姆多吃了多少苹果?
格雷格和莎伦在附近有一片玉米地,格雷格周一收获了6英亩玉米,莎伦收获了8英亩.格雷格比莎伦少收获了多少英亩土地?
阿迈勒和维姆经营着一家农场.阿迈勒买了16头奶牛,维姆买了20头.阿迈勒比维姆少买了多少头牛?
苏尼尔和玛丽计划去旅行.苏尼尔在地图上标出了6个地方,玛丽标出了14个地方.苏尼尔比玛丽少标记了多少个地方?
尼马尔和维姆在做生意.尼马尔买了10头奶牛,维姆买了16头.阿迈勒比维姆少买了多少头牛?
玛丽和哈里写了一本书.玛丽写了60页,哈里写了150页.玛丽比哈里少写了多少页?
苏西尔和尼萨尔订了票去旅行.苏西尔买了10张票,尼萨尔买了15张票.苏西尔比尼萨尔少买了多少张票?
阿迈勒和维姆经营汽车生意.阿迈勒进口6.4万辆,维姆进口7.5万辆.阿迈勒进口的汽车比维姆少多少?
尼马尔和拉维建了一座大楼.尼马尔投了四百万,拉维投了六百四十万.尼马尔比拉维少投了多少万?
和查里斯拥有一家工厂.买了600股,查里斯买了1500股.瑟翰比查里斯少买了多少股份?
卡马尔和维姆吃了橘子.卡马尔吃了11个桔子,维姆吃了21个桔子.卡马尔比维姆少吃了多少橙子?
格雷格和莎伦在附近有一片玉米地.格雷格周一收获了2.4英亩的玉米,莎伦收获了2.1英亩.格雷格比莎伦多收获了多少英亩土地?
苏尼尔和维姆经营农场生意.苏尼尔买了10头奶牛,维姆买了5头.苏尼尔比维姆多买了多少头牛?
瓦尼和玛丽计划去旅行.瓦尼在地图上决定了8个地方,玛丽决定了3个地方.瓦尼比玛丽多决定了多少个地方?
阿迈勒和萨迈勒在做生意.阿迈勒买了14头奶牛,萨迈勒买了6头.阿迈勒比萨迈勒多买了多少头牛?
哈里和伊芙写了一首诗.哈里写了160页,伊芙写了150页.哈里比伊芙多写了多少页?
玛丽丝和苏瑞娅订了旅行的票.玛丽丝买了6张票,苏瑞娅买了4张票.玛丽丝比苏瑞娅多买了多少张票?
尼玛尔和维姆有土地生意.尼玛尔买了640棵椰子树,维姆买了550棵椰子树.尼玛尔比维姆多买了多少棵椰子树?
尼马尔和拉维建了一座房子.尼马尔放了40万,拉维放了50万.尼马尔比拉维多投入了多少美元?
查里斯和尼马尔拥有一家公司.查里斯买了1600股,尼马尔买了1500股.查里斯比尼马尔多买了多少股份?
阿迈勒和维姆吃了橙子.阿迈勒吃了10个橘子,维姆吃了10个橘子.阿迈勒比维姆多吃了多少橙子?
格雷格和莎伦拥有稻田.格雷格周一收获了0.4英亩的玉米,莎伦收获了0.1英亩.格雷格比莎伦多收获了多少英亩土地?
尼马尔和维姆经营汽车生意.阿迈勒买了8辆马鲁蒂车,维姆买了5辆.尼马尔比维姆多买了多少辆车?
哈里和玛丽计划去旅行.哈里在地图上标出了16个地方,玛丽标出了15个地方.哈里比玛丽多标记了多少个地方?
苏尼尔和维姆在做生意.苏尼尔买了11头奶牛,维姆买了8头.苏尼尔比维姆多买了多少头牛?
哈里和伊芙写了一篇文章.哈里写了40页,伊芙写了20页.哈里比伊芙多写了多少页?
纳林和维姆预订了旅行机票.纳林买了17张票,维姆买了15张票.纳林比维姆多买了多少张票?
阿努斯卡和维姆在做生意.阿努斯卡买了64棵芒果树,维姆买了60棵芒果树.阿努斯卡比维姆多买了多少芒果树?
尼马尔和拉维建了一座房子.尼马尔押了140美元,拉维押了124美元.尼马尔比拉维多投了多少钱?
卡马尔和尼马尔拥有一家公司.卡马尔买了500股,尼马尔买了400股.卡马尔比尼马尔多买了多少股份?
阿迈勒和维姆吃了巧克力.阿迈勒吃了11块巧克力,维姆吃了9块巧克力.阿迈勒比维姆多吃了多少块巧克力?
格雷格和莎伦拥有附近的田地.格雷格周一收获了0.6英亩的玉米,莎伦收获了0.1英亩.格雷格比莎伦多收获了多少英亩土地?
苏尼尔和维姆经营农场生意.苏尼尔买了8只山羊,维姆买了5只.苏尼尔比维姆多买了多少只山羊?
罗斯和玛丽计划去旅行.罗斯在地图上标出了16个地方,玛丽标出了15个地方.罗斯比玛丽多标记了多少个地方?
阿迈勒和维姆在做生意.阿迈勒买了10头黑奶牛,维姆买了6头黑奶牛.阿迈勒比维姆多买了多少头黑奶牛?
哈里和伊芙写了一本书.哈里写了160页,伊芙写了50页.哈里比伊芙多写了多少页?
苏尼尔和维姆预订了旅行机票.苏尼尔买了7张票,维姆买了4张票.苏尼尔比维姆多买了多少张票?
莫文和凯文在经营石油生意.莫文买了64棵椰子树,凯文买了55棵椰子树.莫文比凯文多买了多少棵椰子树?
尼马尔和拉维建了一个笼子.尼马尔带了40根,拉维带了24根.尼马尔比拉维多带了多少根棍子?
卡马尔和尼马尔拥有一家公司,卡马尔买了60股,尼马尔买了50股.卡马尔比尼马尔多买了多少股份?
阿迈勒和维姆吃了芒果.阿迈勒吃了12个芒果,维姆吃了10个芒果.阿迈勒比维姆多吃了多少个芒果?
格雷格和莎伦在附近有一片玉米地,周二格雷格收获了4英亩玉米,莎伦收获了8英亩.格雷格比莎伦少收获了多少英亩土地?
纳马尔和苏马尔经营着一家农场.纳马尔买了16只山羊,苏马尔买了20只.纳马尔比苏马尔少买了多少山羊?
苏尼尔和玛丽计划进行一次长途旅行.苏尼尔在地图上标出了4个地方,玛丽标出了10个地方.苏尼尔比玛丽少注意了多少个地方?
尼马尔和维姆经营农场生意.尼马尔买了5头奶牛,维姆买了10头奶牛.尼马尔比维姆少买了多少头牛?
玛丽和哈里写了一本故事书.玛丽写了50页,哈里写了150页.玛丽比哈里少写了多少页?
汤姆和萨曼订了机票去旅行.汤姆买了10张票,萨曼买了25张票.汤姆比萨曼少买了多少张票?
尼马尔和拉维建了一座大楼.尼马尔投了55美元,拉维投了63美元.尼马尔比拉维少投了多少钱?
瑟翰和尼马尔拥有一家茶厂.瑟翰买了400股,尼马尔买了1600股.卡马尔比尼马尔少买了多少股份?
卡马尔和维姆吃了苹果.卡马尔吃了12个苹果,维姆吃了21个.卡马尔比维姆少吃了多少苹果?
格雷格和莎伦拥有附近的田地.格雷格周一收获了7英亩的玉米,莎伦收获了0.1英亩.格雷格比莎伦多收获了多少英亩土地?
卡玛拉和维玛拉在做鸡蛋生意.卡玛拉买了80只母鸡,维玛拉买了5只.卡玛拉比维玛拉多买了多少只母鸡?
罗斯和玛丽计划去旅行.罗斯在地图上标出了20个地方,玛丽标出了14个地方.罗斯比玛丽多标记了多少个地方?
阿迈勒和维姆在做生意.阿迈勒买了15头黑奶牛,维姆买了8头黑奶牛.阿迈勒比维姆多买了多少头黑奶牛?
哈里和拉维写了一本书.哈里写了200页,拉维写了100页.哈里比拉维多写了多少页?
苏尼尔和维姆预订了旅行机票.苏尼尔买了10张票,维姆买了4张票.苏尼尔比维姆多买了多少张票?
莫文和凯文在做椰子油生意.莫文买了60棵椰子树,凯文买了24棵椰子树.莫文比凯文多买了多少棵椰子树?
尼马尔和拉维建了一个笼子.尼马尔带了60根,拉维带了25根.尼马尔比拉维多带了多少根棍子?
尼马尔和卡马尔拥有一家大公司.卡马尔买了600股,尼马尔买了500股.卡马尔比尼马尔多买了多少股份?
卡亚尔和维姆吃了甜芒果.卡亚尔吃了13个芒果,维姆吃了9个芒果.卡亚尔比维姆多吃了多少个芒果?
格雷格和莎伦在附近有一片玉米地.格雷格在周二收获了8英亩的玉米,莎伦收获了8英亩.格雷格比莎伦少收获了多少英亩土地?
纳马尔和苏马尔经营着一家农场.纳马尔买了20只山羊,苏马尔买了25只.纳马尔比苏马尔少买了多少山羊?
萨曼和玛丽计划进行一次长途旅行.萨曼在地图上标出了6个地方,玛丽标出了15个地方.萨曼比玛丽少记了多少地方?
尼马尔和维姆经营农场生意.尼马尔买了6头奶牛,维姆买了14头奶牛.尼马尔比维姆少买了多少头牛?
玛丽和汤姆写了一本很大的故事书.玛丽写了100页,汤姆写了150页.玛丽比汤姆少写了多少页?
汤姆和萨曼订了去国外旅行的机票.汤姆买了11张票,萨曼买了26张票.汤姆比萨曼少买了多少张票?
阿迈勒和维姆经营汽车生意.阿迈勒进口5.4万辆,维姆进口8.5万辆.阿迈勒进口的汽车比维姆少多少?
维斯瓦和尼马尔建造了一座建筑.维斯瓦押了60块,尼马尔押了65块.维斯瓦比尼马尔少投多少钱?
瑟翰和尼马尔拥有一家茶厂.瑟翰买了500股,尼马尔买了1600股.卡马尔比尼马尔少买了多少股份?
戈比和苏潘吃了面包.戈比吃了5片面包,苏潘吃了6片面包.戈比比苏潘少吃了多少片?
格雷格和莎伦在附近有一片玉米地.格雷格周一收获了16英亩的玉米,莎伦收获了18英亩.格雷格比莎伦少收获了多少英亩土地?
阿迈勒和尼马尔经营着一家农场.阿迈勒买了15头奶牛,尼马尔买了19头.阿迈勒比尼迈勒少买多少头牛?
苏尼尔和玛丽计划去旅行.苏尼尔在地图上标出了10个地方,玛丽标出了13个地方.苏尼尔比玛丽少标记了多少个地方?
尼马尔和维姆在做生意.尼马尔买了12头奶牛,维姆买了20头.阿迈勒比维姆少买了多少头牛?
罗斯和哈里写了一本书.罗斯写了100页,哈里写了150页.罗斯比哈里少写了多少页?
苏西尔和尼萨尔订了票去旅行.苏西尔买了11张票,尼萨尔买了20张票.苏西尔比尼萨尔少买了多少张票?
阿迈勒和维沙尔在做汽车生意.阿迈勒进口了6万辆,维沙尔进口了7万辆.阿迈勒比维沙尔少进口多少辆车?
尼马尔和拉维建了一座大楼.尼马尔押了60美元,拉维押了65.36美元.尼马尔比拉维少投了多少钱?
瑟翰和尼马尔拥有一家工厂.瑟翰买了800股,尼马尔买了2000股.卡马尔比尼马尔少买了多少股份?
牙山和维姆吃了橙子.牙山吃了5个桔子,维姆吃了6个桔子.牙山比维姆少吃多少橙子?
格雷格和莎伦拥有一片玉米地.格雷格周二收获了7.5英亩的玉米,莎伦收获了8.6英亩.格雷格比莎伦少收获了多少英亩土地?
纳马尔和苏马尔经营着一家农场.纳马尔买了25只山羊,苏马尔买了25只.纳马尔比苏马尔少买了多少山羊?
萨曼和玛丽计划进行一次长途旅行.萨满在地图上标出了8个地方,玛丽标出了23个地方.萨曼比玛丽少记了多少地方?
尼马尔和维姆经营农场生意.尼马尔买了5头奶牛,维姆买了13头奶牛.尼马尔比维姆少买了多少头牛?
玛丽和汤姆写了一本很大的故事书.玛丽写了110页,汤姆写了165页.玛丽比汤姆少写了多少页?
汤姆和萨曼订了去国外旅行的机票.汤姆买了6张票,萨曼买了13张票.汤姆比萨曼少买了多少张票
阿迈勒和维姆经营汽车生意.阿迈勒进口12000辆,维姆进口25000辆.阿迈勒进口的汽车比维姆少多少?
卡马里和尼玛里建了一座大楼.卡马里押了80块妮玛里押了168块.卡马里比妮玛利少投多少钱?
瑟翰和尼哈尔拥有一家茶厂.瑟翰买了250股,尼哈尔买了650股.瑟翰比尼哈尔少买了多少股份?
尼马尔和苏潘吃着面包.尼马尔吃了10片面包,苏潘吃了17片面包.尼马尔比苏潘少吃了多少片?
汤姆发现了7个贝壳,但有4个坏了.汤姆找到了多少个完整的贝壳?
杰瑞找到了20个贝壳,但有6个破了.杰瑞找到了多少个完整的贝壳?
卡马尔找到了7个球,但有4个球坏了.卡马尔找到了多少完整的球?
汤姆发现了11个贝壳,但有8个坏了.汤姆找到了多少个完整的贝壳?
汤姆得到了12个鸡蛋,但实际上有4个坏了.汤姆得到了多少个好鸡蛋?
维姆写了7门考试,但通过了5门.维姆有多少次考试不及格?
拉尼尔讲了12分钟,但浪费了6分钟.拉尼尔有几分钟的好时间?
罗斯有8株植物,但4株死亡.罗斯有多少活的植物?
